Category,Id
8,258
3,259
3,260
6,261
6,262
6,263
6,264
5,265
3,266
5,267
6,268
8,269
6,270
8,271
8,272
6,273
5,274
6,275
5,276
5,277
5,278
5,279
8,280
6,281
6,282
8,283
3,284
8,285
3,286
3,287
6,288
6,289
6,290
3,291
8,292
3,293
3,294
0,295
3,296
0,297
5,298
0,299
5,300
6,301
0,302
5,303
6,304
6,305
5,306
6,307
5,308
8,309
0,310
0,311
6,312
0,313
5,314
8,315
5,316
0,317
5,318
6,319
0,320
6,321
5,322
0,323
8,324
5,325
8,326
5,327
5,328
6,329
3,330
6,331
5,332
5,333
6,334
6,335
3,336
6,337
3,338
8,339
6,340
5,341
5,342
0,343
5,344
6,345
5,346
8,347
0,348
6,349
5,350
6,351
6,352
3,353
0,354
6,355
0,356
8,357
5,358
5,359
5,360
0,361
6,362
0,363
5,364
3,365
6,366
5,367
5,368
5,369
8,370
6,371
0,372
6,373
6,374
6,375
6,376
8,377
6,378
5,379
8,380
3,381
5,382
5,383
5,384
0,385
6,386
6,387
5,388
5,389
5,390
3,391
3,392
6,393
5,394
3,395
6,396
6,397
0,398
5,399
0,400
6,401
0,402
6,403
3,404
5,405
5,406
0,407
5,408
0,409
5,410
0,411
5,412
6,413
5,414
5,415
5,416
8,417
6,418
6,419
0,420
6,421
0,422
5,423
8,424
6,425
0,426
0,427
6,428
6,429
6,430
5,431
6,432
3,433
3,434
6,435
5,436
8,437
3,438
8,439
6,440
5,441
0,442
6,443
0,444
5,445
8,446
5,447
6,448
5,449
3,450
6,451
3,452
0,453
5,454
8,455
6,456
5,457
5,458
5,459
5,460
8,461
3,462
6,463
3,464
6,465
5,466
3,467
5,468
6,469
5,470
5,471
5,472
6,473
0,474
5,475
0,476
6,477
5,478
6,479
8,480
6,481
3,482
5,483
3,484
0,485
6,486
5,487
5,488
0,489
8,490
6,491
6,492
8,493
8,494
3,495
5,496
0,497
5,498
3,499
8,500
3,501
6,502
6,503
5,504
3,505
6,506
6,507
6,508
6,509
6,510
5,511
5,512
3,513
6,514
0,515
0,516
6,517
5,518
6,519
5,520
6,521
3,522
8,523
6,524
6,525
5,526
5,527
3,528
5,529
6,530
5,531
5,532
5,533
5,534
3,535
6,536
6,537
6,538
3,539
6,540
6,541
6,542
3,543
6,544
8,545
3,546
5,547
5,548
5,549
5,550
3,551
5,552
0,553
6,554
8,555
6,556
6,557
6,558
8,559
8,560
3,561
5,562
3,563
6,564
5,565
6,566
3,567
6,568
6,569
6,570
5,571
5,572
3,573
5,574
8,575
5,576
3,577
3,578
3,579
6,580
5,581
6,582
6,583
5,584
0,585
6,586
6,587
3,588
6,589
3,590
6,591
0,592
6,593
5,594
6,595
5,596
5,597
6,598
3,599
0,600
3,601
5,602
5,603
5,604
8,605
5,606
3,607
0,608
6,609
5,610
5,611
6,612
6,613
6,614
8,615
0,616
3,617
8,618
5,619
3,620
5,621
8,622
5,623
5,624
3,625
3,626
8,627
3,628
5,629
6,630
5,631
5,632
3,633
5,634
5,635
5,636
0,637
3,638
8,639
6,640
5,641
6,642
6,643
6,644
5,645
6,646
0,647
5,648
3,649
0,650
5,651
5,652
3,653
5,654
5,655
6,656
6,657
6,658
3,659
5,660
6,661
0,662
0,663
8,664
5,665
5,666
5,667
8,668
8,669
6,670
5,671
8,672
3,673
6,674
6,675
6,676
5,677
3,678
5,679
6,680
5,681
5,682
3,683
3,684
8,685
3,686
0,687
3,688
8,689
6,690
0,691
0,692
8,693
0,694
5,695
6,696
5,697
0,698
5,699
3,700
3,701
3,702
6,703
5,704
8,705
6,706
5,707
8,708
5,709
0,710
0,711
3,712
5,713
5,714
6,715
3,716
5,717
5,718
0,719
6,720
5,721
0,722
0,723
5,724
0,725
0,726
5,727
3,728
5,729
8,730
5,731
3,732
5,733
0,734
0,735
3,736
8,737
5,738
6,739
5,740
3,741
5,742
3,743
6,744
8,745
0,746
0,747
8,748
5,749
5,750
5,751
0,752
5,753
5,754
6,755
6,756
5,757
5,758
3,759
0,760
5,761
8,762
3,763
6,764
8,765
5,766
3,767
8,768
8,769
0,770
6,771
5,772
0,773
6,774
3,775
3,776
6,777
0,778
6,779
5,780
6,781
5,782
8,783
8,784
8,785
6,786
0,787
6,788
5,789
8,790
3,791
5,792
3,793
5,794
6,795
6,796
8,797
3,798
0,799
3,800
6,801
0,802
6,803
3,804
5,805
5,806
3,807
3,808
5,809
5,810
6,811
5,812
5,813
5,814
5,815
8,816
0,817
3,818
3,819
0,820
8,821
5,822
6,823
5,824
6,825
6,826
5,827
6,828
5,829
8,830
5,831
5,832
6,833
5,834
3,835
8,836
5,837
6,838
5,839
3,840
5,841
6,842
8,843
8,844
5,845
5,846
0,847
6,848
8,849
5,850
5,851
3,852
0,853
6,854
5,855
0,856
0,857
6,858
8,859
5,860
6,861
6,862
8,863
6,864
6,865
6,866
5,867
6,868
5,869
5,870
5,871
5,872
5,873
6,874
5,875
6,876
5,877
8,878
3,879
0,880
3,881
8,882
3,883
0,884
0,885
0,886
6,887
5,888
5,889
3,890
0,891
3,892
5,893
3,894
5,895
8,896
5,897
3,898
6,899
3,900
6,901
3,902
6,903
5,904
5,905
3,906
6,907
6,908
6,909
5,910
0,911
0,912
0,913
3,914
0,915
3,916
5,917
3,918
5,919
6,920
6,921
6,922
8,923
8,924
3,925
6,926
5,927
6,928
8,929
8,930
3,931
6,932
6,933
8,934
0,935
0,936
6,937
3,938
6,939
3,940
3,941
6,942
5,943
6,944
5,945
0,946
6,947
0,948
6,949
5,950
0,951
5,952
0,953
0,954
6,955
0,956
8,957
5,958
0,959
6,960
6,961
3,962
3,963
6,964
3,965
5,966
6,967
6,968
5,969
0,970
3,971
6,972
5,973
6,974
5,975
0,976
6,977
5,978
6,979
3,980
5,981
0,982
3,983
8,984
8,985
6,986
6,987
6,988
5,989
0,990
5,991
6,992
0,993
6,994
5,995
6,996
5,997
6,998
5,999
6,1000
6,1001
6,1002
5,1003
6,1004
6,1005
6,1006
5,1007
0,1008
3,1009
8,1010
6,1011
3,1012
8,1013
6,1014
6,1015
8,1016
5,1017
5,1018
0,1019
8,1020
5,1021
5,1022
6,1023
0,1024
6,1025
8,1026
5,1027
6,1028
8,1029
5,1030
3,1031
8,1032
3,1033
5,1034
3,1035
6,1036
5,1037
6,1038
5,1039
6,1040
6,1041
5,1042
5,1043
5,1044
5,1045
8,1046
0,1047
6,1048
6,1049
6,1050
6,1051
5,1052
6,1053
3,1054
6,1055
0,1056
8,1057
8,1058
8,1059
5,1060
5,1061
8,1062
0,1063
5,1064
0,1065
5,1066
3,1067
3,1068
6,1069
5,1070
0,1071
3,1072
3,1073
5,1074
5,1075
3,1076
3,1077
6,1078
5,1079
5,1080
5,1081
8,1082
3,1083
3,1084
5,1085
5,1086
8,1087
5,1088
5,1089
5,1090
6,1091
3,1092
5,1093
3,1094
5,1095
5,1096
0,1097
6,1098
6,1099
6,1100
0,1101
5,1102
8,1103
3,1104
5,1105
0,1106
0,1107
3,1108
0,1109
5,1110
3,1111
5,1112
0,1113
6,1114
3,1115
8,1116
3,1117
6,1118
5,1119
6,1120
0,1121
6,1122
6,1123
5,1124
5,1125
8,1126
0,1127
6,1128
3,1129
6,1130
0,1131
6,1132
5,1133
0,1134
5,1135
3,1136
3,1137
0,1138
5,1139
6,1140
5,1141
5,1142
0,1143
5,1144
8,1145
0,1146
5,1147
6,1148
8,1149
6,1150
5,1151
6,1152
3,1153
5,1154
3,1155
3,1156
0,1157
8,1158
6,1159
0,1160
0,1161
5,1162
6,1163
5,1164
6,1165
5,1166
5,1167
8,1168
6,1169
6,1170
8,1171
5,1172
5,1173
5,1174
6,1175
0,1176
6,1177
6,1178
8,1179
3,1180
6,1181
0,1182
6,1183
6,1184
5,1185
5,1186
5,1187
6,1188
3,1189
6,1190
3,1191
5,1192
5,1193
0,1194
5,1195
5,1196
3,1197
3,1198
5,1199
5,1200
5,1201
5,1202
3,1203
6,1204
5,1205
0,1206
8,1207
3,1208
3,1209
8,1210
5,1211
0,1212
6,1213
0,1214
8,1215
3,1216
5,1217
6,1218
6,1219
6,1220
8,1221
6,1222
8,1223
5,1224
5,1225
5,1226
5,1227
8,1228
5,1229
6,1230
6,1231
0,1232
5,1233
6,1234
5,1235
0,1236
3,1237
3,1238
8,1239
3,1240
5,1241
5,1242
5,1243
5,1244
8,1245
8,1246
5,1247
6,1248
5,1249
6,1250
6,1251
6,1252
5,1253
8,1254
6,1255
6,1256
5,1257
0,1258
5,1259
6,1260
5,1261
6,1262
5,1263
6,1264
6,1265
5,1266
5,1267
5,1268
5,1269
6,1270
5,1271
0,1272
5,1273
3,1274
8,1275
5,1276
6,1277
3,1278
5,1279
6,1280
0,1281
5,1282
6,1283
3,1284
5,1285
3,1286
6,1287
3,1288
5,1289
5,1290
5,1291
6,1292
5,1293
0,1294
3,1295
3,1296
5,1297
5,1298
0,1299
6,1300
6,1301
6,1302
3,1303
5,1304
5,1305
6,1306
6,1307
5,1308
6,1309
8,1310
8,1311
6,1312
6,1313
3,1314
6,1315
0,1316
6,1317
5,1318
5,1319
5,1320
6,1321
5,1322
6,1323
8,1324
6,1325
3,1326
5,1327
8,1328
5,1329
5,1330
0,1331
6,1332
6,1333
6,1334
5,1335
6,1336
8,1337
6,1338
0,1339
6,1340
6,1341
0,1342
8,1343
6,1344
0,1345
6,1346
5,1347
5,1348
5,1349
5,1350
6,1351
0,1352
0,1353
5,1354
0,1355
8,1356
8,1357
8,1358
5,1359
6,1360
5,1361
3,1362
3,1363
6,1364
0,1365
3,1366
3,1367
5,1368
5,1369
0,1370
8,1371
5,1372
5,1373
5,1374
6,1375
3,1376
8,1377
3,1378
6,1379
5,1380
3,1381
6,1382
8,1383
5,1384
6,1385
6,1386
0,1387
5,1388
5,1389
0,1390
8,1391
6,1392
6,1393
3,1394
5,1395
6,1396
8,1397
3,1398
5,1399
6,1400
6,1401
5,1402
6,1403
6,1404
0,1405
0,1406
0,1407
0,1408
0,1409
5,1410
0,1411
6,1412
0,1413
5,1414
6,1415
3,1416
0,1417
3,1418
6,1419
5,1420
6,1421
6,1422
0,1423
5,1424
0,1425
6,1426
6,1427
6,1428
6,1429
0,1430
0,1431
5,1432
3,1433
6,1434
6,1435
6,1436
5,1437
0,1438
5,1439
6,1440
0,1441
5,1442
6,1443
0,1444
0,1445
6,1446
8,1447
6,1448
0,1449
3,1450
3,1451
0,1452
3,1453
3,1454
6,1455
8,1456
6,1457
0,1458
6,1459
3,1460
5,1461
8,1462
5,1463
6,1464
0,1465
5,1466
6,1467
0,1468
3,1469
3,1470
6,1471
6,1472
5,1473
0,1474
6,1475
5,1476
0,1477
5,1478
5,1479
6,1480
0,1481
6,1482
6,1483
5,1484
0,1485
3,1486
6,1487
6,1488
6,1489
8,1490
6,1491
5,1492
3,1493
3,1494
8,1495
3,1496
8,1497
5,1498
3,1499
0,1500
5,1501
6,1502
5,1503
6,1504
3,1505
3,1506
5,1507
5,1508
5,1509
5,1510
6,1511
5,1512
0,1513
3,1514
6,1515
0,1516
3,1517
8,1518
5,1519
0,1520
3,1521
3,1522
8,1523
8,1524
0,1525
5,1526
0,1527
6,1528
6,1529
6,1530
5,1531
5,1532
6,1533
6,1534
5,1535
6,1536
6,1537
5,1538
5,1539
5,1540
5,1541
6,1542
3,1543
3,1544
0,1545
3,1546
6,1547
5,1548
5,1549
0,1550
6,1551
3,1552
5,1553
6,1554
3,1555
6,1556
5,1557
6,1558
5,1559
3,1560
5,1561
6,1562
6,1563
6,1564
6,1565
5,1566
5,1567
0,1568
5,1569
5,1570
6,1571
6,1572
3,1573
5,1574
0,1575
5,1576
3,1577
8,1578
8,1579
5,1580
3,1581
8,1582
6,1583
0,1584
5,1585
5,1586
8,1587
6,1588
5,1589
5,1590
6,1591
6,1592
5,1593
6,1594
5,1595
0,1596
0,1597
5,1598
6,1599
6,1600
6,1601
8,1602
0,1603
3,1604
6,1605
5,1606
3,1607
3,1608
0,1609
6,1610
8,1611
3,1612
5,1613
8,1614
5,1615
6,1616
5,1617
5,1618
5,1619
0,1620
6,1621
5,1622
6,1623
6,1624
8,1625
6,1626
6,1627
6,1628
5,1629
8,1630
0,1631
5,1632
3,1633
3,1634
6,1635
6,1636
8,1637
3,1638
5,1639
6,1640
5,1641
6,1642
6,1643
5,1644
3,1645
3,1646
0,1647
6,1648
6,1649
6,1650
6,1651
6,1652
0,1653
0,1654
8,1655
3,1656
6,1657
3,1658
0,1659
0,1660
6,1661
6,1662
0,1663
6,1664
5,1665
6,1666
6,1667
3,1668
6,1669
6,1670
3,1671
3,1672
0,1673
5,1674
5,1675
5,1676
0,1677
6,1678
5,1679
3,1680
3,1681
3,1682
3,1683
5,1684
0,1685
3,1686
5,1687
5,1688
0,1689
5,1690
0,1691
5,1692
8,1693
6,1694
6,1695
5,1696
6,1697
6,1698
6,1699
5,1700
3,1701
6,1702
6,1703
6,1704
6,1705
6,1706
6,1707
6,1708
0,1709
5,1710
0,1711
3,1712
8,1713
6,1714
0,1715
3,1716
6,1717
8,1718
5,1719
6,1720
5,1721
6,1722
0,1723
5,1724
5,1725
5,1726
6,1727
5,1728
6,1729
0,1730
0,1731
6,1732
8,1733
8,1734
5,1735
0,1736
8,1737
0,1738
0,1739
5,1740
5,1741
5,1742
5,1743
0,1744
5,1745
3,1746
3,1747
5,1748
6,1749
6,1750
5,1751
3,1752
6,1753
5,1754
5,1755
0,1756
5,1757
5,1758
8,1759
6,1760
5,1761
0,1762
6,1763
3,1764
5,1765
3,1766
8,1767
6,1768
3,1769
5,1770
3,1771
0,1772
0,1773
6,1774
0,1775
0,1776
8,1777
5,1778
6,1779
6,1780
5,1781
6,1782
0,1783
6,1784
6,1785
6,1786
6,1787
6,1788
0,1789
0,1790
6,1791
6,1792
5,1793
6,1794
6,1795
5,1796
3,1797
3,1798
6,1799
3,1800
0,1801
3,1802
5,1803
6,1804
6,1805
6,1806
5,1807
5,1808
3,1809
0,1810
6,1811
5,1812
5,1813
0,1814
0,1815
5,1816
6,1817
3,1818
3,1819
5,1820
3,1821
5,1822
6,1823
8,1824
8,1825
6,1826
6,1827
5,1828
6,1829
5,1830
0,1831
3,1832
0,1833
0,1834
6,1835
3,1836
5,1837
6,1838
5,1839
3,1840
3,1841
0,1842
5,1843
3,1844
3,1845
6,1846
3,1847
8,1848
3,1849
6,1850
5,1851
5,1852
0,1853
0,1854
0,1855
3,1856
0,1857
5,1858
0,1859
5,1860
5,1861
0,1862
5,1863
6,1864
6,1865
0,1866
5,1867
5,1868
6,1869
8,1870
6,1871
3,1872
0,1873
6,1874
5,1875
3,1876
0,1877
3,1878
0,1879
5,1880
8,1881
6,1882
5,1883
5,1884
5,1885
6,1886
6,1887
0,1888
3,1889
3,1890
6,1891
3,1892
5,1893
6,1894
6,1895
8,1896
6,1897
6,1898
5,1899
5,1900
0,1901
5,1902
5,1903
3,1904
5,1905
3,1906
3,1907
5,1908
6,1909
0,1910
6,1911
3,1912
5,1913
6,1914
5,1915
3,1916
5,1917
8,1918
6,1919
3,1920
5,1921
3,1922
6,1923
5,1924
6,1925
5,1926
6,1927
5,1928
3,1929
5,1930
5,1931
6,1932
8,1933
5,1934
5,1935
3,1936
6,1937
0,1938
6,1939
6,1940
5,1941
5,1942
5,1943
8,1944
0,1945
3,1946
5,1947
3,1948
0,1949
8,1950
8,1951
6,1952
5,1953
5,1954
6,1955
5,1956
3,1957
6,1958
5,1959
5,1960
6,1961
5,1962
6,1963
6,1964
3,1965
6,1966
6,1967
6,1968
5,1969
8,1970
0,1971
0,1972
6,1973
6,1974
0,1975
5,1976
8,1977
8,1978
0,1979
3,1980
8,1981
6,1982
5,1983
5,1984
5,1985
5,1986
3,1987
3,1988
3,1989
6,1990
3,1991
0,1992
0,1993
5,1994
6,1995
5,1996
6,1997
5,1998
8,1999
8,2000
5,2001
0,2002
6,2003
5,2004
5,2005
8,2006
5,2007
0,2008
6,2009
6,2010
8,2011
5,2012
0,2013
3,2014
0,2015
6,2016
5,2017
0,2018
5,2019
0,2020
3,2021
0,2022
5,2023
5,2024
3,2025
6,2026
6,2027
5,2028
6,2029
6,2030
5,2031
0,2032
8,2033
3,2034
5,2035
6,2036
0,2037
8,2038
6,2039
5,2040
0,2041
0,2042
3,2043
6,2044
6,2045
8,2046
3,2047
8,2048
6,2049
5,2050
6,2051
8,2052
5,2053
3,2054
5,2055
5,2056
6,2057
5,2058
8,2059
5,2060
6,2061
6,2062
3,2063
8,2064
5,2065
0,2066
3,2067
8,2068
3,2069
0,2070
0,2071
3,2072
6,2073
5,2074
3,2075
6,2076
6,2077
6,2078
5,2079
6,2080
3,2081
3,2082
3,2083
5,2084
0,2085
6,2086
6,2087
0,2088
3,2089
0,2090
5,2091
0,2092
6,2093
6,2094
6,2095
5,2096
5,2097
3,2098
5,2099
3,2100
8,2101
3,2102
3,2103
3,2104
5,2105
3,2106
0,2107
6,2108
5,2109
0,2110
3,2111
5,2112
8,2113
0,2114
6,2115
6,2116
5,2117
8,2118
6,2119
5,2120
0,2121
3,2122
8,2123
6,2124
6,2125
6,2126
3,2127
3,2128
8,2129
0,2130
8,2131
5,2132
6,2133
0,2134
0,2135
8,2136
0,2137
0,2138
0,2139
5,2140
5,2141
6,2142
6,2143
0,2144
6,2145
3,2146
3,2147
6,2148
3,2149
3,2150
5,2151
5,2152
0,2153
5,2154
5,2155
6,2156
3,2157
8,2158
5,2159
5,2160
5,2161
5,2162
6,2163
8,2164
5,2165
8,2166
3,2167
6,2168
6,2169
6,2170
0,2171
6,2172
6,2173
6,2174
5,2175
8,2176
6,2177
5,2178
6,2179
5,2180
6,2181
5,2182
3,2183
6,2184
8,2185
6,2186
5,2187
5,2188
8,2189
5,2190
6,2191
3,2192
8,2193
6,2194
3,2195
5,2196
3,2197
0,2198
3,2199
0,2200
5,2201
5,2202
5,2203
5,2204
0,2205
3,2206
6,2207
6,2208
6,2209
5,2210
0,2211
3,2212
6,2213
6,2214
0,2215
6,2216
6,2217
8,2218
3,2219
6,2220
6,2221
5,2222
8,2223
6,2224
0,2225
6,2226
6,2227
5,2228
5,2229
5,2230
6,2231
6,2232
6,2233
5,2234
8,2235
5,2236
6,2237
5,2238
6,2239
5,2240
0,2241
8,2242
6,2243
5,2244
3,2245
6,2246
5,2247
6,2248
6,2249
8,2250
0,2251
6,2252
0,2253
8,2254
0,2255
6,2256
6,2257
8,2258
0,2259
3,2260
3,2261
6,2262
5,2263
5,2264
5,2265
8,2266
6,2267
3,2268
3,2269
6,2270
0,2271
6,2272
0,2273
5,2274
5,2275
6,2276
5,2277
5,2278
6,2279
6,2280
8,2281
0,2282
0,2283
5,2284
5,2285
8,2286
3,2287
6,2288
0,2289
3,2290
6,2291
6,2292
8,2293
6,2294
3,2295
0,2296
8,2297
6,2298
5,2299
5,2300
6,2301
8,2302
5,2303
5,2304
5,2305
6,2306
0,2307
3,2308
6,2309
6,2310
5,2311
0,2312
0,2313
5,2314
6,2315
5,2316
3,2317
8,2318
0,2319
5,2320
5,2321
5,2322
8,2323
6,2324
6,2325
5,2326
6,2327
6,2328
3,2329
3,2330
0,2331
5,2332
5,2333
6,2334
8,2335
6,2336
5,2337
3,2338
8,2339
3,2340
3,2341
6,2342
8,2343
8,2344
6,2345
8,2346
8,2347
6,2348
5,2349
6,2350
6,2351
5,2352
5,2353
3,2354
6,2355
5,2356
0,2357
5,2358
6,2359
5,2360
3,2361
3,2362
6,2363
6,2364
0,2365
3,2366
6,2367
5,2368
0,2369
3,2370
5,2371
0,2372
6,2373
5,2374
6,2375
3,2376
8,2377
5,2378
8,2379
3,2380
0,2381
3,2382
3,2383
6,2384
6,2385
6,2386
6,2387
3,2388
5,2389
5,2390
3,2391
5,2392
6,2393
0,2394
0,2395
3,2396
6,2397
0,2398
8,2399
6,2400
3,2401
5,2402
6,2403
5,2404
5,2405
3,2406
5,2407
5,2408
8,2409
8,2410
5,2411
5,2412
6,2413
3,2414
0,2415
3,2416
6,2417
5,2418
6,2419
0,2420
6,2421
3,2422
5,2423
6,2424
0,2425
8,2426
5,2427
8,2428
6,2429
5,2430
5,2431
6,2432
0,2433
6,2434
3,2435
0,2436
6,2437
6,2438
0,2439
3,2440
0,2441
0,2442
5,2443
0,2444
0,2445
5,2446
5,2447
3,2448
8,2449
0,2450
6,2451
8,2452
3,2453
8,2454
5,2455
5,2456
8,2457
6,2458
3,2459
0,2460
6,2461
5,2462
8,2463
8,2464
6,2465
5,2466
0,2467
5,2468
0,2469
5,2470
3,2471
6,2472
6,2473
0,2474
5,2475
6,2476
0,2477
8,2478
3,2479
3,2480
6,2481
5,2482
3,2483
3,2484
5,2485
5,2486
6,2487
6,2488
3,2489
6,2490
5,2491
0,2492
8,2493
6,2494
5,2495
6,2496
5,2497
0,2498
8,2499
8,2500
3,2501
5,2502
5,2503
0,2504
8,2505
8,2506
5,2507
3,2508
0,2509
5,2510
5,2511
8,2512
6,2513
5,2514
3,2515
6,2516
6,2517
6,2518
8,2519
3,2520
0,2521
6,2522
6,2523
6,2524
3,2525
5,2526
5,2527
5,2528
6,2529
5,2530
8,2531
6,2532
3,2533
5,2534
6,2535
8,2536
5,2537
0,2538
0,2539
5,2540
5,2541
6,2542
5,2543
5,2544
3,2545
3,2546
6,2547
3,2548
6,2549
6,2550
3,2551
6,2552
0,2553
0,2554
6,2555
5,2556
5,2557
5,2558
5,2559
6,2560
6,2561
3,2562
8,2563
0,2564
6,2565
5,2566
5,2567
3,2568
6,2569
0,2570
8,2571
5,2572
5,2573
0,2574
6,2575
0,2576
5,2577
3,2578
5,2579
3,2580
6,2581
5,2582
0,2583
3,2584
8,2585
5,2586
5,2587
0,2588
6,2589
5,2590
5,2591
6,2592
3,2593
3,2594
5,2595
8,2596
6,2597
5,2598
5,2599
5,2600
6,2601
5,2602
6,2603
6,2604
5,2605
8,2606
8,2607
5,2608
5,2609
3,2610
0,2611
6,2612
3,2613
6,2614
6,2615
8,2616
8,2617
3,2618
3,2619
5,2620
8,2621
5,2622
6,2623
3,2624
6,2625
5,2626
5,2627
8,2628
0,2629
3,2630
3,2631
6,2632
6,2633
6,2634
6,2635
5,2636
5,2637
5,2638
0,2639
6,2640
3,2641
6,2642
5,2643
5,2644
5,2645
0,2646
6,2647
6,2648
5,2649
5,2650
8,2651
5,2652
8,2653
6,2654
5,2655
5,2656
8,2657
5,2658
8,2659
6,2660
6,2661
6,2662
0,2663
3,2664
6,2665
5,2666
6,2667
6,2668
5,2669
6,2670
0,2671
6,2672
6,2673
6,2674
5,2675
3,2676
8,2677
6,2678
8,2679
0,2680
0,2681
5,2682
3,2683
0,2684
6,2685
0,2686
0,2687
3,2688
6,2689
6,2690
6,2691
6,2692
5,2693
3,2694
5,2695
6,2696
0,2697
6,2698
3,2699
5,2700
6,2701
5,2702
6,2703
0,2704
3,2705
5,2706
3,2707
5,2708
0,2709
0,2710
5,2711
3,2712
8,2713
5,2714
6,2715
5,2716
6,2717
3,2718
3,2719
3,2720
6,2721
6,2722
6,2723
5,2724
5,2725
5,2726
5,2727
3,2728
0,2729
3,2730
5,2731
6,2732
0,2733
8,2734
3,2735
5,2736
5,2737
5,2738
5,2739
6,2740
8,2741
8,2742
6,2743
8,2744
5,2745
5,2746
6,2747
3,2748
6,2749
5,2750
5,2751
0,2752
5,2753
5,2754
5,2755
3,2756
6,2757
5,2758
5,2759
5,2760
6,2761
5,2762
0,2763
0,2764
6,2765
6,2766
5,2767
8,2768
3,2769
3,2770
5,2771
8,2772
3,2773
8,2774
5,2775
3,2776
6,2777
3,2778
6,2779
8,2780
6,2781
8,2782
5,2783
3,2784
3,2785
5,2786
0,2787
3,2788
6,2789
5,2790
3,2791
5,2792
3,2793
8,2794
3,2795
5,2796
5,2797
5,2798
6,2799
6,2800
0,2801
5,2802
5,2803
3,2804
3,2805
6,2806
6,2807
0,2808
5,2809
5,2810
6,2811
3,2812
0,2813
5,2814
0,2815
5,2816
8,2817
6,2818
6,2819
0,2820
5,2821
5,2822
5,2823
0,2824
0,2825
8,2826
6,2827
6,2828
6,2829
5,2830
3,2831
0,2832
5,2833
5,2834
3,2835
5,2836
6,2837
5,2838
3,2839
6,2840
8,2841
8,2842
6,2843
5,2844
6,2845
6,2846
5,2847
5,2848
6,2849
6,2850
5,2851
5,2852
0,2853
6,2854
5,2855
5,2856
3,2857
0,2858
0,2859
5,2860
6,2861
5,2862
5,2863
3,2864
8,2865
8,2866
6,2867
8,2868
3,2869
0,2870
5,2871
0,2872
6,2873
3,2874
6,2875
0,2876
0,2877
0,2878
8,2879
6,2880
0,2881
5,2882
6,2883
6,2884
0,2885
8,2886
5,2887
6,2888
6,2889
5,2890
3,2891
5,2892
8,2893
8,2894
0,2895
5,2896
0,2897
6,2898
3,2899
3,2900
3,2901
3,2902
0,2903
0,2904
5,2905
3,2906
5,2907
6,2908
6,2909
6,2910
8,2911
6,2912
6,2913
5,2914
0,2915
6,2916
6,2917
6,2918
6,2919
5,2920
3,2921
6,2922
0,2923
8,2924
8,2925
5,2926
5,2927
0,2928
5,2929
6,2930
0,2931
5,2932
5,2933
0,2934
6,2935
6,2936
6,2937
8,2938
3,2939
6,2940
5,2941
6,2942
5,2943
6,2944
5,2945
3,2946
0,2947
6,2948
5,2949
0,2950
5,2951
5,2952
6,2953
5,2954
6,2955
0,2956
6,2957
6,2958
0,2959
0,2960
6,2961
3,2962
5,2963
6,2964
0,2965
8,2966
5,2967
5,2968
5,2969
6,2970
0,2971
5,2972
6,2973
0,2974
8,2975
0,2976
5,2977
0,2978
3,2979
5,2980
5,2981
5,2982
8,2983
6,2984
0,2985
5,2986
5,2987
5,2988
6,2989
5,2990
0,2991
6,2992
6,2993
6,2994
0,2995
5,2996
